Address,restaurantNumber,restaurantName,Meal Name,Meal Price,Meal Delivery Price
26440 Ynez Rd Ste B,2434,Temecula,Veggie Full Bowl,9.6,12.5
26440 Ynez Rd Ste B,2434,Temecula,Fan Favorite Veggie Burrito,9.6,12.5
26440 Ynez Rd Ste B,2434,Temecula,Plant Powered Bowl,12.4,16.15
26440 Ynez Rd Ste B,2434,Temecula,Go Half Veggie Bowl,9.6,12.5
12411 Limonite Ave Ste 600,1465,Eastvale,Balanced Macros Bowl,12.4,16.15
12411 Limonite Ave Ste 600,1465,Eastvale,Most Popular Chicken al Pastor Bowl,10.1,13.15
12411 Limonite Ave Ste 600,1465,Eastvale,Wholesome Bowl,12.4,16.15
12411 Limonite Ave Ste 600,1465,Eastvale,Keto Salad Bowl,9.6,12.5
12411 Limonite Ave Ste 600,1465,Eastvale,High Protein Bowl,13.35,17.4
12411 Limonite Ave Ste 600,1465,Eastvale,Fan Favorite Chicken Bowl,11.2,14.6
12411 Limonite Ave Ste 600,1465,Eastvale,Fan Favorite Steak Salad,14.15,18.4
12411 Limonite Ave Ste 600,1465,Eastvale,Veggie Full Bowl,9.6,12.5
12411 Limonite Ave Ste 600,1465,Eastvale,Fan Favorite Veggie Burrito,9.6,12.5
12411 Limonite Ave Ste 600,1465,Eastvale,Plant Powered Bowl,12.4,16.15
12411 Limonite Ave Ste 600,1465,Eastvale,Go Half Veggie Bowl,9.6,12.5
7370 Las Vegas Blvd S,407,Belz,Balanced Macros Bowl,11.4,14.85
7370 Las Vegas Blvd S,407,Belz,Most Popular Chicken al Pastor Bowl,9.25,12.05
7370 Las Vegas Blvd S,407,Belz,Wholesome Bowl,11.4,14.85
7370 Las Vegas Blvd S,407,Belz,Keto Salad Bowl,8.75,11.4
7370 Las Vegas Blvd S,407,Belz,High Protein Bowl,12.2,15.9
7370 Las Vegas Blvd S,407,Belz,Fan Favorite Chicken Bowl,10.3,13.4
7370 Las Vegas Blvd S,407,Belz,Fan Favorite Steak Salad,13.15,17.1
7370 Las Vegas Blvd S,407,Belz,Veggie Full Bowl,8.75,11.4
7370 Las Vegas Blvd S,407,Belz,Fan Favorite Veggie Burrito,8.75,11.4
7370 Las Vegas Blvd S,407,Belz,Plant Powered Bowl,11.4,14.85
7370 Las Vegas Blvd S,407,Belz,Go Half Veggie Bowl,8.75,11.4
305 S 6th St,2259,Downtown Boise,Balanced Macros Bowl,11.8,15.35
305 S 6th St,2259,Downtown Boise,Most Popular Chicken al Pastor Bowl,9.6,12.5
305 S 6th St,2259,Downtown Boise,Wholesome Bowl,11.8,15.35
305 S 6th St,2259,Downtown Boise,Keto Salad Bowl,9.1,11.85
305 S 6th St,2259,Downtown Boise,High Protein Bowl,12.65,16.45
305 S 6th St,2259,Downtown Boise,Fan Favorite Chicken Bowl,10.8,14.05
305 S 6th St,2259,Downtown Boise,Fan Favorite Steak Salad,13.55,17.6
305 S 6th St,2259,Downtown Boise,Veggie Full Bowl,9.1,11.85
305 S 6th St,2259,Downtown Boise,Fan Favorite Veggie Burrito,9.1,11.85
305 S 6th St,2259,Downtown Boise,Plant Powered Bowl,11.8,15.35
305 S 6th St,2259,Downtown Boise,Go Half Veggie Bowl,9.1,11.85
365 Hughes Center Dr Ste 140,2431,Hughes Center,Balanced Macros Bowl,11.75,15.3
365 Hughes Center Dr Ste 140,2431,Hughes Center,Most Popular Chicken al Pastor Bowl,9.6,12.5
365 Hughes Center Dr Ste 140,2431,Hughes Center,Wholesome Bowl,11.75,15.3
365 Hughes Center Dr Ste 140,2431,Hughes Center,Keto Salad Bowl,9.1,11.85
365 Hughes Center Dr Ste 140,2431,Hughes Center,High Protein Bowl,12.65,16.45
365 Hughes Center Dr Ste 140,2431,Hughes Center,Fan Favorite Chicken Bowl,10.8,14.05
365 Hughes Center Dr Ste 140,2431,Hughes Center,Fan Favorite Steak Salad,13.5,17.55
365 Hughes Center Dr Ste 140,2431,Hughes Center,Veggie Full Bowl,9.1,11.85
365 Hughes Center Dr Ste 140,2431,Hughes Center,Fan Favorite Veggie Burrito,9.1,11.85
365 Hughes Center Dr Ste 140,2431,Hughes Center,Plant Powered Bowl,11.75,15.3
365 Hughes Center Dr Ste 140,2431,Hughes Center,Go Half Veggie Bowl,9.1,11.85
1100 Ken Pratt Blvd Ste B,13,Longmont,Balanced Macros Bowl,11.6,15.1
1100 Ken Pratt Blvd Ste B,13,Longmont,Most Popular Chicken al Pastor Bowl,9.45,12.3
1100 Ken Pratt Blvd Ste B,13,Longmont,Wholesome Bowl,11.6,15.1
1100 Ken Pratt Blvd Ste B,13,Longmont,Keto Salad Bowl,8.95,11.65
1100 Ken Pratt Blvd Ste B,13,Longmont,High Protein Bowl,12.4,16.15
1100 Ken Pratt Blvd Ste B,13,Longmont,Fan Favorite Chicken Bowl,10.65,13.85
1100 Ken Pratt Blvd Ste B,13,Longmont,Fan Favorite Steak Salad,13.35,17.35
1100 Ken Pratt Blvd Ste B,13,Longmont,Veggie Full Bowl,8.95,11.65
1100 Ken Pratt Blvd Ste B,13,Longmont,Fan Favorite Veggie Burrito,8.95,11.65
1100 Ken Pratt Blvd Ste B,13,Longmont,Plant Powered Bowl,11.6,15.1
1100 Ken Pratt Blvd Ste B,13,Longmont,Go Half Veggie Bowl,8.95,11.65
162 W Hillcrest Dr Ste 300,2767,Thousand Oaks,Balanced Macros Bowl,12.25,15.95
162 W Hillcrest Dr Ste 300,2767,Thousand Oaks,Most Popular Chicken al Pastor Bowl,10,13
162 W Hillcrest Dr Ste 300,2767,Thousand Oaks,Wholesome Bowl,12.25,15.95
162 W Hillcrest Dr Ste 300,2767,Thousand Oaks,Keto Salad Bowl,9.5,12.35
162 W Hillcrest Dr Ste 300,2767,Thousand Oaks,High Protein Bowl,13.25,17.25
162 W Hillcrest Dr Ste 300,2767,Thousand Oaks,Fan Favorite Chicken Bowl,11.1,14.45
162 W Hillcrest Dr Ste 300,2767,Thousand Oaks,Fan Favorite Steak Salad,14.0,18.25
162 W Hillcrest Dr Ste 300,2767,Thousand Oaks,Veggie Full Bowl,9.5,12.35
162 W Hillcrest Dr Ste 300,2767,Thousand Oaks,Fan Favorite Veggie Burrito,9.5,12.35
162 W Hillcrest Dr Ste 300,2767,Thousand Oaks,Plant Powered Bowl,12.25,15.95
162 W Hillcrest Dr Ste 300,2767,Thousand Oaks,Go Half Veggie Bowl,9.5,12.35
12152 Sunset Hills Rd,285,Reston,Balanced Macros Bowl,12.8,16.6
12152 Sunset Hills Rd,285,Reston,Most Popular Chicken al Pastor Bowl,10.4,13.5
12152 Sunset Hills Rd,285,Reston,Wholesome Bowl,12.8,16.6
12152 Sunset Hills Rd,285,Reston,Keto Salad Bowl,9.9,12.85
12152 Sunset Hills Rd,285,Reston,High Protein Bowl,13.7,17.8
12152 Sunset Hills Rd,285,Reston,Fan Favorite Chicken Bowl,11.6,15.05
12152 Sunset Hills Rd,285,Reston,Fan Favorite Steak Salad,14.55,18.9
12152 Sunset Hills Rd,285,Reston,Veggie Full Bowl,9.9,12.85
12152 Sunset Hills Rd,285,Reston,Fan Favorite Veggie Burrito,9.9,12.85
12152 Sunset Hills Rd,285,Reston,Plant Powered Bowl,12.8,16.6
12152 Sunset Hills Rd,285,Reston,Go Half Veggie Bowl,9.9,12.85
19825 Belmont Chase Dr Ste 130,2456,Shops at Belmont,Balanced Macros Bowl,13.0,16.9
19825 Belmont Chase Dr Ste 130,2456,Shops at Belmont,Most Popular Chicken al Pastor Bowl,10.6,13.8
19825 Belmont Chase Dr Ste 130,2456,Shops at Belmont,Wholesome Bowl,13.0,16.9
19825 Belmont Chase Dr Ste 130,2456,Shops at Belmont,Keto Salad Bowl,10.1,13.15
19825 Belmont Chase Dr Ste 130,2456,Shops at Belmont,High Protein Bowl,13.95,18.15
19825 Belmont Chase Dr Ste 130,2456,Shops at Belmont,Fan Favorite Chicken Bowl,11.8,15.35
19825 Belmont Chase Dr Ste 130,2456,Shops at Belmont,Fan Favorite Steak Salad,14.75,19.15
19825 Belmont Chase Dr Ste 130,2456,Shops at Belmont,Veggie Full Bowl,10.1,13.15
19825 Belmont Chase Dr Ste 130,2456,Shops at Belmont,Fan Favorite Veggie Burrito,10.1,13.15
19825 Belmont Chase Dr Ste 130,2456,Shops at Belmont,Plant Powered Bowl,13.0,16.9
19825 Belmont Chase Dr Ste 130,2456,Shops at Belmont,Go Half Veggie Bowl,10.1,13.15
806 Avenida Pico Ste D,1683,San Clemente,Balanced Macros Bowl,12.4,16.15
806 Avenida Pico Ste D,1683,San Clemente,Most Popular Chicken al Pastor Bowl,10.1,13.15
806 Avenida Pico Ste D,1683,San Clemente,Wholesome Bowl,12.4,16.15
806 Avenida Pico Ste D,1683,San Clemente,Keto Salad Bowl,9.6,12.5
806 Avenida Pico Ste D,1683,San Clemente,High Protein Bowl,13.35,17.4
806 Avenida Pico Ste D,1683,San Clemente,Fan Favorite Chicken Bowl,11.2,14.6
806 Avenida Pico Ste D,1683,San Clemente,Fan Favorite Steak Salad,14.15,18.4
806 Avenida Pico Ste D,1683,San Clemente,Veggie Full Bowl,9.6,12.5
806 Avenida Pico Ste D,1683,San Clemente,Fan Favorite Veggie Burrito,9.6,12.5
806 Avenida Pico Ste D,1683,San Clemente,Plant Powered Bowl,12.4,16.15
806 Avenida Pico Ste D,1683,San Clemente,Go Half Veggie Bowl,9.6,12.5
6443 Canoga Ave,1647,Warner Center,Balanced Macros Bowl,11.75,15.3
6443 Canoga Ave,1647,Warner Center,Most Popular Chicken al Pastor Bowl,9.6,12.5
6443 Canoga Ave,1647,Warner Center,Wholesome Bowl,11.75,15.3
6443 Canoga Ave,1647,Warner Center,Keto Salad Bowl,9.1,11.85
6443 Canoga Ave,1647,Warner Center,High Protein Bowl,12.65,16.45
6443 Canoga Ave,1647,Warner Center,Fan Favorite Chicken Bowl,10.8,14.05
6443 Canoga Ave,1647,Warner Center,Fan Favorite Steak Salad,13.5,17.55
6443 Canoga Ave,1647,Warner Center,Veggie Full Bowl,9.1,11.85
6443 Canoga Ave,1647,Warner Center,Fan Favorite Veggie Burrito,9.1,11.85
6443 Canoga Ave,1647,Warner Center,Plant Powered Bowl,11.75,15.3
6443 Canoga Ave,1647,Warner Center,Go Half Veggie Bowl,9.1,11.85
655 S Cotton Ln,4248,Canyon Trails,Balanced Macros Bowl,12.15,15.8
655 S Cotton Ln,4248,Canyon Trails,Most Popular Chicken al Pastor Bowl,9.95,12.95
655 S Cotton Ln,4248,Canyon Trails,Wholesome Bowl,12.15,15.8
655 S Cotton Ln,4248,Canyon Trails,Keto Salad Bowl,9.45,12.3
655 S Cotton Ln,4248,Canyon Trails,High Protein Bowl,13.25,17.25
655 S Cotton Ln,4248,Canyon Trails,Fan Favorite Chicken Bowl,11.15,14.5
655 S Cotton Ln,4248,Canyon Trails,Fan Favorite Steak Salad,13.9,18.05
655 S Cotton Ln,4248,Canyon Trails,Veggie Full Bowl,9.45,12.3
655 S Cotton Ln,4248,Canyon Trails,Fan Favorite Veggie Burrito,9.45,12.3
655 S Cotton Ln,4248,Canyon Trails,Plant Powered Bowl,12.15,15.8
655 S Cotton Ln,4248,Canyon Trails,Go Half Veggie Bowl,9.45,12.3
2805 N Scottsdale Rd Ste 105,1977,Scottsdale and Thomas,Balanced Macros Bowl,11.95,15.55
2805 N Scottsdale Rd Ste 105,1977,Scottsdale and Thomas,Most Popular Chicken al Pastor Bowl,9.75,12.7
2805 N Scottsdale Rd Ste 105,1977,Scottsdale and Thomas,Wholesome Bowl,11.95,15.55
2805 N Scottsdale Rd Ste 105,1977,Scottsdale and Thomas,Keto Salad Bowl,9.25,12.05
2805 N Scottsdale Rd Ste 105,1977,Scottsdale and Thomas,High Protein Bowl,12.9,16.8
2805 N Scottsdale Rd Ste 105,1977,Scottsdale and Thomas,Fan Favorite Chicken Bowl,10.95,14.25
2805 N Scottsdale Rd Ste 105,1977,Scottsdale and Thomas,Fan Favorite Steak Salad,13.7,17.8
2805 N Scottsdale Rd Ste 105,1977,Scottsdale and Thomas,Veggie Full Bowl,9.25,12.05
2805 N Scottsdale Rd Ste 105,1977,Scottsdale and Thomas,Fan Favorite Veggie Burrito,9.25,12.05
2805 N Scottsdale Rd Ste 105,1977,Scottsdale and Thomas,Plant Powered Bowl,11.95,15.55
2805 N Scottsdale Rd Ste 105,1977,Scottsdale and Thomas,Go Half Veggie Bowl,9.25,12.05
1365 E Gladstone St Ste 700,935,Glendora,Balanced Macros Bowl,12.6,16.4
1365 E Gladstone St Ste 700,935,Glendora,Most Popular Chicken al Pastor Bowl,10.25,13.35
1365 E Gladstone St Ste 700,935,Glendora,Wholesome Bowl,12.6,16.4
1365 E Gladstone St Ste 700,935,Glendora,Keto Salad Bowl,9.75,12.7
1365 E Gladstone St Ste 700,935,Glendora,High Protein Bowl,13.5,17.6
1365 E Gladstone St Ste 700,935,Glendora,Fan Favorite Chicken Bowl,11.35,14.8
1365 E Gladstone St Ste 700,935,Glendora,Fan Favorite Steak Salad,14.35,18.65
1365 E Gladstone St Ste 700,935,Glendora,Veggie Full Bowl,9.75,12.7
1365 E Gladstone St Ste 700,935,Glendora,Fan Favorite Veggie Burrito,9.75,12.7
1365 E Gladstone St Ste 700,935,Glendora,Plant Powered Bowl,12.6,16.4
1365 E Gladstone St Ste 700,935,Glendora,Go Half Veggie Bowl,9.75,12.7
